id	text	hook	duration_seconds	word_count	creator	hook_type	script_archetype	parasocial_levers	quality_score
111	My toxic trait is that I'll look you in the eyes, smile sweetly, and say, you don't have to pull out, and I got no business saying that, okay, because I do not want kids, but the idea of it, you know, the act of it.	My toxic trait is that I'll look you in the	15	46	peechi	confession	confession	confession|direct_address	0.9
112	If your girl doesn't give you... It's not because she doesn't want to. It's just, you're... It's too big. Like, it literally just won't fit down her esophagus. She can't. She wants to.	If your girl doesn't give you.	15	33	peechi	challenge	fantasy_desire	challenge|direct_address	0.8
113	i have this fantasy of going on a date with a guy to the movie theaters and letting him control of that i'm wearing. has anyone ever done that? i feel like it because it's dark it's just discreet enough for it to be really fun and during the loud parts he can like blast it. that sounds so fucking fun but i'm actually terrified	i have this fantasy of going on a date with	20	65	peechi	fantasy	fantasy_desire	sexual_tension	0.6
114	I'm not ashamed to admit that it's been a while, okay? And today, today something terrible happened to me. I went out to lunch with some friends and I sit down in my chair and I'm scooching up and that friction was enough to make me in front of everybody.	I'm not ashamed to admit that it's been a while, okay?	19	50	peechi	confession	confession	confession	0.6
115	um tiktok what the hell is this wide body search term nobody in the comments is saying i have a wide body so where where are you getting this i'm offended do we have beef or what	um tiktok what the hell is this wide body search	13	37	peechi	bold_statement	thirst_commentary	direct_address	0.7
116	You can tell whether or not a man is good at eating based on how he eats his wings. If he cleans all the meat off, sucks it off the bone, and then sucks his fingers afterwards, that man is a munch, okay? He will change your life.	You can tell whether or not a man is good	17	48	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
117	i like a man who doesn't mind when i'm a little rough when i ride on top because nothing feels fucking better than being able to just slam down on that shit and squeeze as i pull up like i am trying to suck the soul from his body	i like a man who doesn't mind when i'm a	14	49	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
118	Guys, you gotta stop saying that I should be president, okay? Cause I'm petty. I would nuke another country if they called me flat. Okay? You don't want that.	Guys, you gotta stop saying that I should be president, okay?	10	29	peechi	bold_statement	fantasy_desire	direct_address	0.7
119	If he knows what he's doing, backdoor should not be painful for you, okay? That man needs to know how to make you during entry, because that's how you get over that initial hump. And after that, it's a whole new world, baby.	If he knows what he's doing, backdoor should not be painful for you, okay?	14	43	peechi	bold_statement	thirst_commentary	direct_address	0.7
120	So here's the problem. You want him to be a munch. You want him to go down and devour that taco, but you're not also willing to put in some work. When's the last time you went down and slurped it up like it was green apple Jolly Rancher flavor? Just delectable. Can't get enough. Exactly.	So here's the problem.	19	56	peechi	bold_statement	fantasy_desire	direct_address	0.6
121	You know, I want a man who, instead of being mean to me when he's mad at me, he'll punish me by chaining me to the bed and leaving me there with a... ... inside of me until he's ready to make me say sorry.	You know, I want a man who, instead of being	14	45	peechi	bold_statement	fantasy_desire	direct_address	0.7
122	Oh, she's the new Bonnie Blue. God forbid I talk about what turns me on, okay? Calm down. The only competition you have is with the fictional men that I read about in my romance books. So, pipe down.	Oh, she's the new Bonnie Blue.	13	39	peechi	bold_statement	relatable_rant	direct_address	0.7
123	i don't give a fuck how long you last what i care about is how quickly afterwards we can go again because i want you to in all three in the same day	i don't give a fuck how long you last what	11	33	peechi	bold_statement	fantasy_desire	direct_address	0.7
124	okay you want to know how to make your man's eyes light up like it's christmas morning wear a sun dress go commando put a plug in the back door your guy goes in for like the little butt squeeze and he feels that he will be so excited i promise you	okay you want to know how to make your man's	16	52	peechi	bold_statement	fantasy_desire	direct_address	0.7
125	In my last video I said it had been three weeks. I just realized it's only been two weeks since I was operated on for my closed functional rhinoplasty, but look at the bruising. It's almost all gone. I'm a little more swollen today because I'm a little congested, but it's kind of crazy that I look like this when I literally had surgery two weeks ago on my face. So shout out to Dr. Vladimir Gregorians because like two weeks post-op this is kind of crazy. I could put some makeup on the bruises and I don't think anyone would be able to tell. Still a little swollen, but really excited to see the results soon.	In my last video I said it had been three weeks.	38	117	peechi	bold_statement	thirst_commentary		0.5
126	getting a backdoor pie feels fucking amazing and it's worry-free if he's not neutered the only bad thing is you need to make sure your schedule's clear for the whole day, okay? because that shit will be leaking out of you all day and just when you think you're in the clear, you're not. don't trust it	getting a backdoor pie feels fucking amazing and it's worry-free	19	57	peechi	bold_statement	thirst_commentary	direct_address	0.6
127	you want to know how to make a man fucking crazy for you? the next time things are getting steamy, give him a little as a warm-up and with your words you need to worship his like it is a holy fucking artifact drool over it tell him how full he makes you feel how perfect it is and how you love feeling him twitch in your hands like you need to be so verbal that man will be obsessed with you	you want to know how to make a man fucking crazy for you?	27	82	peechi	bold_statement	fantasy_desire	sexual_tension|direct_address	0.6
128	Don't lift weights for my health. Okay, I lift weights so that when I'm on top, I'm not doing that on the knees bullshit No, I am on my feet and I'm bouncing on it for as long as it takes Okay, I want his toes curling and I want him whimpering like a dog	Don't lift weights for my health.	17	55	peechi	bold_statement	fantasy_desire		0.7
